judul,foto,penulis,porsi,bahan,langkah,durasi,url,tag
373. Puding Roti Panggang Sederhana,https://img-global.cpcdn.com/recipes/330d3fe566efce13/1280x1280sq70/373-puding-roti-panggang-sederhana-foto-resep-utama.jpg,Shanty Bambang,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '6 Lembar', 'bahan': 'Roti Tawar, Potong Dadu'}, {'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '50 gr', 'bahan': 'Buttermargarine'}, {'grup': 'Bahan Utama', 'jumlah': '350 mL', 'bahan': 'Susu Full Cream'}, {'grup': 'Bahan Utama', 'jumlah': '50 gr', 'bahan': 'Gula Halus'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sachet', 'bahan': 'Madu'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Vanila Essense'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Topping'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Gula Palem'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Bubuk Kayu Manis'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Secukupnya Kismis'}, {'grup': 'Bahan Utama', 'jumlah': 'Slice', 'bahan': 'Almond Secukupnya'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Secukupnya Keju Parut'}]","['Siapkan wadah oles dengan sedikit margarine masukkan potongan roti tawar sisihkan', 'Dalam wadah campur semua bahan sisa, aduk rata', 'Tuang cairan susu telur ke dalam loyang, beri topping gula palem, kayu manis, almond dan kismis', 'Panggang di suhu 175 derajat selama 2530 menit adonan akan sedikit mengembang', 'Angkat dan sajikan hangat atau bisa di simpan di kulkas jika ingin disantap dalam keadaan dingin']",20 Menit,https://cookpad.com/id/resep/17243921-373-puding-roti-panggang-sederhana,"['roti', 'wadah', '373']"
Kastengel Simple,https://img-global.cpcdn.com/recipes/87f5b575db68f200/1280x1280sq70/kastengel-simple-foto-resep-utama.jpg,🌱Bunda Zaza,2 Orang,"[{'grup': 'Bahan A', 'jumlah': '50 gr', 'bahan': 'Gula Halus'}, {'grup': 'Bahan A', 'jumlah': '200 gr', 'bahan': 'Butter Mentega'}, {'grup': 'Bahan A', 'jumlah': '100 gr', 'bahan': 'Margarin'}, {'grup': 'Bahan A', 'jumlah': '3 Butir', 'bahan': 'Kuning Telur'}, {'grup': 'Bahan A', 'jumlah': '200 gr', 'bahan': 'Keju Cheddar Diparut'}, {'grup': 'Bahan A', 'jumlah': '12 Sendok Teh', 'bahan': 'Garam Halus'}, {'grup': 'Bahan Biasa', 'jumlah': '400 gr', 'bahan': 'Terigu Pro Rendah'}, {'grup': 'Bahan Biasa', 'jumlah': '100 gr', 'bahan': 'Maizena Rose Brand'}, {'grup': 'Bahan Biasa', 'jumlah': '27 gr', 'bahan': 'Susu Bubuk'}, {'grup': 'Bahan Biasa', 'jumlah': '1 Sendok Teh', 'bahan': 'Baking Powder'}, {'grup': 'Bahan Olesan', 'jumlah': 'Secukupnya', 'bahan': 'Kuning Telur dan Uht Plaint'}, {'grup': 'Bahan Olesan', 'jumlah': 'Secukupnya', 'bahan': 'Keju Cheddar Parut Untuk Taburan'}]","['Persiapan alat dan bahan bahan biasa dicampur jadi satu aduk rata bahan a diaduk dan dicampur hingga rata, gunakan mixer dengan speed rendah cukup mixer hingga asal rata saja keju parut dimasukkan', 'Setelah bahan biasa tercampur rata, masukkan bahan a aduk lagi hingga tercampur rata', 'Siapkan loyang, letakkan adonan kemudian tekan tekan hingga padat', 'Olesi permukaan kue dengan kuning telur kemudian taburi permukaannya dengan keju parut', 'Cetak adonan dengan cetakan kastengel', 'Panggang di oven dengan suhu 170c (sesuai dengan oven masing masing) hingga matang', 'Setelah matang, biarkan dingin terlebih dahulu baru dilepas dari loyang dan sajikan atau kalau ingin disimpan untuk stok maka menyimpannya dalam toples yang bertutup rapat']",120 Menit,https://cookpad.com/id/resep/24631459-kastengel-simple,"['kastengel', 'dicampur', 'a']"
Mochi Kelapa (lebih simple),https://img-global.cpcdn.com/recipes/07680f319ed8e36b/1280x1280sq70/mochi-kelapa-lebih-simple-foto-resep-utama.jpg,Een Nuraeni,4 Orang,"[{'grup': 'Mochi U Daging Kelapa', 'jumlah': '65 mL (1 Pack)', 'bahan': 'Santan Rose Brand'}, {'grup': 'Mochi U Daging Kelapa', 'jumlah': '25 gr', 'bahan': 'Tapioka Rose Brand'}, {'grup': 'Mochi U Daging Kelapa', 'jumlah': '15 gr', 'bahan': 'Maizena'}, {'grup': 'Mochi U Daging Kelapa', 'jumlah': '20 gr', 'bahan': 'Gula Pasir Rose Brand'}, {'grup': 'Mochi U Daging Kelapa', 'jumlah': '15 sdm (150 Ml)', 'bahan': 'Air Kelapa Coco 9'}, {'grup': 'Isian Mochi Kelapa', 'jumlah': '1', 'bahan': 'Bola Air Kelapa'}, {'grup': 'Balutan', 'jumlah': '6 sdm', 'bahan': 'Kelapa Parut, Sangrai Kering'}]","['Sangrai kelapa parut terlebih dahulu, sisihkan', 'Siapkan bahan mochi daging kelapa, timbang dan takar sesuai semua bahan letakkan tepung tapioka rose brand, maizena dan gula pasir rose brad (sebaiknya di wajan anti lengket)', 'Tambahkan santan kelapa rose brand dan air kelapa aduk rata sampai tidak ada bahan kering yang masih bergerindilmenggumpal', 'Panaskan adonan menggunakan api kecil sambil diaduk adonan akan menggumpal dan matang setelah adonan tidak ada yang menempel lagi di wajan, matikan api aduk terus sampai uap panasnya hilang', 'Bagi adonan menjadi 3 atau 4 ambil satu lalu leperkan diantara 2 lembar plastik', 'Beri isian bola air kelapa dan turup dengan cara mencubitcubitnya untuk versi simple, lukis bagian luar dengan pasta coklat tipistipis', 'Langsung gulingkan ke sangrai kelapa dan balut seluruh permukaan mochi dengan sangrai kelapa mochi kelapa sudah bisa langsung dinikmati tapi lebih menyenangkan jika didinginkan dahulu di kulkas', 'Untuk membelah dan mengambil gambar mochi kelapa, sangat disarankan untuk mendinginkan dahulu mochi kelapa tidak masalah menyimpan di freezer selama berapa jam, jangan khawatir karena mochinya tidak akan menjadi sekeras batu']",60 Menit,https://cookpad.com/id/resep/24783701-mochi-kelapa-lebih-simple,"['kelapa', 'mochi', 'adonan']"
Soft Cookies Enak Simple dan Ekonomis,https://img-global.cpcdn.com/recipes/1918e318d6f5880d/1280x1280sq70/soft-cookies-enak-simple-dan-ekonomis-foto-resep-utama.jpg,Loveatkitchen Id,10 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '200 gr', 'bahan': 'Tepung Serbaguna'}, {'grup': 'Bahan Utama', 'jumlah': '100 gr', 'bahan': 'Tepung Protein Tinggi'}, {'grup': 'Bahan Utama', 'jumlah': '50 gr', 'bahan': 'Maizena'}, {'grup': 'Bahan Utama', 'jumlah': '50 gr', 'bahan': 'Susu Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '40 gr', 'bahan': 'Cokelat Bubuk (optional)'}, {'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Margarine Box'}, {'grup': 'Bahan Utama', 'jumlah': '1', 'bahan': 'Telur Utuh Besar'}, {'grup': 'Bahan Utama', 'jumlah': '100 gr', 'bahan': 'Brown Sugar (boleh Palm Sugar)'}, {'grup': 'Bahan Utama', 'jumlah': '50 gr', 'bahan': 'Custor Sugar (boleh Gula Pasir Biasa)'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Vanilla Essence'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Soda Kue'}, {'grup': 'Bahan Utama', 'jumlah': 'Sejumput', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '150 gr', 'bahan': 'Choco Chip (tulip/ Colatta)'},  {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Topping Sprinkle Secukupnya (optional)'}]","['Lelehkan margarine hingga wangi, tunggu sampai suhu ruang', 'Campur dengan gula, telur, vanilla essence, susu bubuk, aduk rata dengan spatula hingga tercampur rata larut', 'Masukan bahan kering, tepung, maizena, soda kue, cokelat bubuk, cukup aduk hingga rata dengan spatula', 'Masukan choco chip isian lain sesuai selera', 'Untuk bentuk ukuran mini 89 gr, untuk ukuran medium 50 gr lalu masukan ke dalam freezer 13 jam panggang masih dalam keadaan beku selama 15 menit dengan suhu 150175 derajat celsius (jangan lupa preheat)']",45 Menit,https://cookpad.com/id/resep/24787352-soft-cookies-enak-simple-dan-ekonomis,"['suhu', 'bubuk', 'spatula']"
Soup cream jagung wortel sederhana,https://img-global.cpcdn.com/recipes/212e8296f378990c/1280x1280sq70/soup-cream-jagung-wortel-sederhana-foto-resep-utama.jpg,Dini Andrii,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Jagung Manis (pipil)'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Susu Kental Manis'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Wortel (potong Dadu)'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur (kocok Lepas)'}, {'grup': 'Bahan Utama', 'jumlah': '1', 'bahan': 'Sosis'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Daun Bawang'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Tepung Maizena'}, {'grup': 'Bahan Utama', 'jumlah': '1 Siung', 'bahan': 'Bawang Putih (besar)'}, {'grup': 'Bahan Utama', 'jumlah': '23 sdm', 'bahan': 'Minyak Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '2 Gelas', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Gula'}]","['Siapkan dan cuci bersih semua bahan,potong dadu wortel,pipil jagung manis lalu iris tipis daun bawang sisihkan,cincang juga bawang putih sisihkan,kocok lepas telur lalu sisihkan,,lalu campurkan tepung maizena dengan sedikit air lalu adukaduk sisihkan,potong sosis jg', 'Siapkan wajan,tumis bawang putih dengan sedikit minyak (lebih enak pakai margarin) tumis sampai harum lalu masukan jagung dan wortel masukan 2 gelas air aduk2,biarkan sampai mendidih dan jagung wortel empuk', 'Kemudian masukan sosis,telur aduk rata lalu masukan susu,tepung maizena,gula garam dan koreksi rasa,terakhir masukan daun bawang dan soup cream jagung wortel siap dihidangkan']",30 Menit,https://cookpad.com/id/resep/24779687-soup-cream-jagung-wortel-sederhana,"['jagung', 'wortel', 'bawang']"
Simple kastengel,https://img-global.cpcdn.com/recipes/8c4475296b212459/1280x1280sq70/simple-kastengel-foto-resep-utama.jpg,Fitria Retno Sari,6 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '20 gr', 'bahan': 'Keju Parut Cheddar'}, {'grup': 'Bahan Utama', 'jumlah': '50 gr', 'bahan': 'Adonan Kue Kering'}]","['Ambil 50 gram adonan kue, tambahkan 10 gram keju parut, uleni hingga tercampur rata', 'Ambil satu sendok takar lalu bentuk persegi panjang beri keju parut diatasnya', 'Tata di loyang air fryer, panggang di air dryer dengan suhu 150c selama 10 menit']",30 Menit,https://cookpad.com/id/resep/24782452-simple-kastengel,"['gram', '10', 'keju']"
Sayur Lodeh sederhana,https://img-global.cpcdn.com/recipes/522ccfc080109a10/1280x1280sq70/sayur-lodeh-sederhana-foto-resep-utama.jpg,Resep Bunda🌹,5 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Tewel'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Kacang Panjang'}, {'grup': 'Bahan Utama', 'jumlah': '800 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '120 mL', 'bahan': 'Santan'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Tahu'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Daging Tetelan'}, {'grup': 'Bahan Utama', 'jumlah': '3 Lembar', 'bahan': 'Daun Salam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Lembar', 'bahan': 'Daun Jeruk'}, {'grup': 'Bahan Utama', 'jumlah': '1 Cm', 'bahan': 'Lengkuas Geprek'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Gula'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Penyedap Rasa'}, {'grup': 'Bahan Utama', 'jumlah': '5 sdm', 'bahan': 'Minyak Goreng'}, {'grup': 'Bumbu Halus', 'jumlah': '10 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bumbu Halus', 'jumlah': '4 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bumbu Halus', 'jumlah': '3 Butir', 'bahan': 'Kemiri'}, {'grup': 'Bumbu Halus', 'jumlah': '5 Buah', 'bahan': 'Cabai Rawit'}, {'grup': 'Bumbu Halus', 'jumlah': '1 sdt', 'bahan': 'Merica Bubuk'}, {'grup': 'Bumbu Halus', 'jumlah': '1 sdt', 'bahan': 'Ketumbar Bubuk'}, {'grup': 'Bumbu Halus', 'jumlah': '1 Ruas', 'bahan': 'Kunyit'}]","['Bersihkan semua bahanbahan', 'Potong kecilkecil tewel seduh sampai setengah matang, sisihkan', 'Masak daging hingga empuk sisihkan iris tipis', 'Goreng tahu setengah matang, jangan sampai kering', 'Siapkan wajan masukkan minyak hingga panas tumis bumbu halus hingga harum lalu tambahkan daun salam, daun jeruk, lengkuas aduk hingga rata', 'Masukkan kacang panjang setelah dipotong, tumis masukkan tewel, daging tetelan dan tahu aduk rata lalu tambahkan air', 'Masukkan santan dan gula, garam, penyedap aduk hingga merata', 'Incipi rasa, sajikan selagi hangat']",60 Menit,https://cookpad.com/id/resep/24778191-sayur-lodeh-sederhana,"['tewel', 'sisihkan', 'daging']"
Tempe Goreng Tepung Praktis,https://img-global.cpcdn.com/recipes/e598f38e55f0c753/1280x1280sq70/tempe-goreng-tepung-praktis-foto-resep-utama.jpg,dapurtehnia,8 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Papan', 'bahan': 'Tempe'}, {'grup': 'Bahan Utama', 'jumlah': '150 gr', 'bahan': 'Tepung Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Bawang Daun'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Ketumbar Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Bawang Putih Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '34 sdt', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '34 sdt', 'bahan': 'Kaldu Bubuk Rasa Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Lada Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Kunyit Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Air (-/+ 300ml)'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Minyak Untuk Menggoreng'}, {'grup': 'Sambal Kecap (campur Rata)', 'jumlah': 'Secukupnya', 'bahan': 'Bawang Merah Goreng'}, {'grup': 'Sambal Kecap (campur Rata)', 'jumlah': 'Secukupnya', 'bahan': 'Cabai Rawit'}, {'grup': 'Sambal Kecap (campur Rata)', 'jumlah': 'Secukupnya', 'bahan': 'Kecap Manis'}]","['Iris tempe,ketebalan sesuai selera', 'Campur rata tepung terigu dengan semua bumbu bubuk tuang air secara bertahap,sambil diaduk sampai semua tercampur rata tambahkan juga irisan bawang daun,aduk rata', 'Celupkan potongan tempe kedalam adonan lalu goreng dalam minyak yang sudah dipanaskan sebelumnya gunakan api sedang saja goreng sampai kedua sisinya matang lalu angkat dan tiriskan minyaknya sajikan hangat dengan sambal kecap']",30 Menit,https://cookpad.com/id/resep/17292195-tempe-goreng-tepung-praktis,"['tempe', 'tepung', 'praktis']"
"Marmer cake 6 telur, Simple dan Ennakk",https://img-global.cpcdn.com/recipes/fc55edb556c7c2e4/1280x1280sq70/marmer-cake-6-telur-simple-dan-ennakk-foto-resep-utama.jpg,frida frida,1 Orang,"[{'grup': 'Bahan A', 'jumlah': '250 gr', 'bahan': 'Butter Mix Margarin'}, {'grup': 'Bahan A', 'jumlah': '180 gr', 'bahan': 'Gula Pasir Butiran Halus'}, {'grup': 'Bahan A', 'jumlah': '6 Butir', 'bahan': 'Kuning Telur'}, {'grup': 'Bahan A', 'jumlah': '150 gr', 'bahan': 'Tepung Terigu Pro Sedang'}, {'grup': 'Bahan A', 'jumlah': '20 gr', 'bahan': 'Susu Bubuk'}, {'grup': 'Bahan A', 'jumlah': '2 sdm', 'bahan': 'Coklat Bubuk'}, {'grup': 'Bahan A', 'jumlah': '1 sdt', 'bahan': 'Pasta Coklat'}, {'grup': 'Bahan Biasa', 'jumlah': '5 Butir', 'bahan': 'Putih Telur'}, {'grup': 'Bahan Biasa', 'jumlah': '12 sdt', 'bahan': 'Cream Of Tar Tar'}]","['Kocok butter, margarin dan gula hingga putih,gunakan mixer kecepatan sedang hingga tinggi', 'Lalu masukkan kuning telur satu persatusetelah satu tercampur baru masukkan yang kedua, supaya adonannya halus', 'Diwadah berbeda, campur terigu dan susu, lalu ayakkemudian turunkan kecepatan mixernya ke kecepatan rendahmasukkan campuran terigu dan susu sesendok demi sesendok, hingga teraduk rata semuamatikan mixer', 'Mixer putih telur hingga berbusa masukkan cream of tartarair jeruk nipis,mix sampai soft peak (jambul dengan ujung melengkung terkulai ke bawah)', 'Kemudian tuang adonan putih telur kedalam adonan kuning,aduk balik hingga rata', 'Ambil sepertiga adonan dan tambahkan coklat bubuk, aduk balik hingga rata', 'Siapkan loyang tulban diameter 20 cmolesi dengan margarin dan taburi dengan terigukemudian tuang adonan kuning dan coklat, lalu buat motif cake', 'Preheat oven pada suhu 170 derajatkemudian panggang cake selama 2025 menitsesuaikan dengan oven masing masing', 'Taraaaa alhamdulullah senang sama hasilnya, enak lembut, manisnya tidak over dan yang penting bisa jadi teman ngopi dibawah ini tampak dari atas, bawah dan samping ya motif silahkan sesuai keinginan masing masing', 'Siap buat teman ngopi atau ngeteh ya']",Tidak ada,https://cookpad.com/id/resep/24780816-marmer-cake-6-telur-simple-dan-ennakk,"['telur', 'adonan', 'cake']"
Sayur Nangka Ceker Ayam (SIMPLE),https://img-global.cpcdn.com/recipes/bc36393c5e12099a/1280x1280sq70/sayur-nangka-ceker-ayam-simple-foto-resep-utama.jpg,Kreasi Kita,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '2 Bungkus', 'bahan': 'Nangka'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Ceker Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '6 Buah', 'bahan': 'Cabai Merah'}, {'grup': 'Bahan Utama', 'jumlah': '5 Butir', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '4 Butir', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '3 Butir', 'bahan': 'Kemiri'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Kunyit'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Jempol', 'bahan': 'Lengkuas'}, {'grup': 'Bahan Utama', 'jumlah': 'Sesuai Selera', 'bahan': 'Micin'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Royco'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Gula'}, {'grup': 'Bahan Utama', 'jumlah': '3 Lembar', 'bahan': 'Daun Salam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Santan'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Jahe'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Sereh'}, {'grup': 'Bahan Utama', 'jumlah': '3 Lembar', 'bahan': 'Daun Jeruk'}]","['Masukkan nangka ke dalam panci, sebelumnya dipilih dahulu barangkali ada yang busuk, lalu cuci bersih dan rebus dan tambahkan sedikit garam jika sudah matang tiriskan', 'Kemudian cuci bersih ceker ayam jangan lupa kukunya dipotong bersih, kemudian rebus dan tambahkan irisan jahe, sereh, daun salam, daun jeruk, dan sedikit garam jika sudah matang tiriskan', 'Haluskan cabai, bawang merah, bawang putih, kemiri, kunyit, dan garam geprek lengkuas', 'Panaskan minyak, tumis bumbu yang sudah dihaluskan sampai harum tambahkan gula dan daun salam masukkan air, santan kara, micin, dan royco tes rasa sesuai selera iya', 'Masukkan nangka dan ceker ayam masak sampai bumbu meresap dan biarkan santannya sampai benar2 matang iya supaya tidak sakit perut selamat mencoba bunda bunda']",Tidak ada,https://cookpad.com/id/resep/24778740-sayur-nangka-ceker-ayam-simple,"['nangka', 'ceker', 'ayam']"
Cemilan Irit Simple Praktis (4 bahan),https://img-global.cpcdn.com/recipes/418dc87b5a342698/1280x1280sq70/cemilan-irit-simple-praktis-4-bahan-foto-resep-utama.jpg,lina NH,12 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '250 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': '130 gr', 'bahan': 'Tepung Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sch', 'bahan': 'Susu Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Mises'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Taburan Gula Halus'}]","['Siapkan teflontuang air diatasnyamasak sampai mendidihmasukkan gula pasiraduk2kmdn masukkan susu bubuk', 'Aduk rata hingga tidak menggerindilselanjutnya masukkan tepung teriguaduk2', 'Hingga menyusut dan menggumpal pindahkan ke wadah lain hingga dinginuleni sebentar hingga kalisambil 1 sdm adonan', 'Pipihkan isi dengan misescoklattutup lagi bentuk bulatan lakukan hingga adonan habis', 'Goreng hingga kuning kecoklatanangkattiriskan sajikanbisa untuk teman ngetehngopi gaes']",20 Menit,https://cookpad.com/id/resep/16758861-cemilan-irit-simple-praktis-4-bahan,"['adonan', 'cemilan', 'irit']"
Simple Mac n Cheese,https://img-global.cpcdn.com/recipes/c3e1bfdc16b55ac3/1280x1280sq70/simple-mac-n-cheese-foto-resep-utama.jpg,@dapoerRyzky,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '150 gr', 'bahan': 'Macaroni'}, {'grup': 'Bahan Utama', 'jumlah': '200 mL', 'bahan': 'Susu Murni'}, {'grup': 'Bahan Utama', 'jumlah': '55 gr', 'bahan': 'Keju'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Merica Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '500 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Minyak Sayuran'}]","['Siapkan semua bahan', 'Rebus air dan tambahkans edikit minyak sayurmasak makaroni hingga lunak tiriskan', 'Rebus susu,,tambahkan keju,macaroni dan merica bubukaduk terus hingga kental', 'Siapkan tempat kaca,platting mac and cheese dan tambahkan parutan keju lagi di atasnya hingga tambah endul']",20 Menit,https://cookpad.com/id/resep/24782483-simple-mac-n-cheese,"['mac', 'cheese', 'keju']"
Tahu Gejrot Simpel Khas Cirebon,https://img-global.cpcdn.com/recipes/778fab8bcb277f1c/1280x1280sq70/tahu-gejrot-simpel-khas-cirebon-foto-resep-utama.jpg,Arrum Suryani,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '2 Buah', 'bahan': 'Tahu Pong'}, {'grup': 'Bahan Utama', 'jumlah': '1 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '5 Buah', 'bahan': 'Cabai Rawit Hijau'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Gula Jawa'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Asam Jawa'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Kecap Manis'}, {'grup': 'Bahan Utama', 'jumlah': '200 mL', 'bahan': 'Air Panas'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}]","['Mencuci tahu pong hingga bersih lalu di potong sesuai selera (me lanjut kukus karena keluar dari kulkas supaya hangat)', 'Menghaluskan bawang merah dan cabai rawit dengan cobek uleg', 'Menambahkan gula jawa dan asam jawa uleg sampai menyatu tanbahkan air hangat dan garam, koreksi rasa', 'Menyiapkan tahu pong yang sudah hangat kedalam mangkuk tambahkan bumbu yang sudah disiapkan', 'Menambahkan sedikit kecap manis sesuai selera', 'Tahu gejrot siap disajikan selamat mencoba']",20 Menit,https://cookpad.com/id/resep/24785581-tahu-gejrot-simpel-khas-cirebon,"['hangat', 'gejrot', 'pong']"
Ceker ayam simpel,https://img-global.cpcdn.com/recipes/f7f2ccb7ab5b35e4/1280x1280sq70/ceker-ayam-simpel-foto-resep-utama.jpg,Ig. 3taaa__,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Ceker Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '4 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '3 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Sambal'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Daun Jeruk'}, {'grup': 'Bahan Utama', 'jumlah': 'Sesuai Selera', 'bahan': 'Lada Bubuk'}]","['Rendam ceker dan sisihkan', 'Rebus ceker dengan menggunakan daun jeruk, sisihkan dan jangan buang air rebusan ceker tersebut', 'Ulik atau blender semua bumbu yang telah di siapkan kecuali daun jeruk', 'Panaskan minyak dan tumis semua bumbu yang telah di haluskan', 'Jika bumbu sudah mulai harum, masukkan ceker yang telah di rebus dan tambahkan sedikit air rebusan ceker yang tadii', 'Masukan penyedap rasa secukupnya seperti lada, masako, garam dan sebagainya', 'Jika sudah mulai matang tambahkan daun jeruk dan tunggu, jika sudah matang angkat dan siap di sajikan']",Tidak ada,https://cookpad.com/id/resep/24787438-ceker-ayam-simpel,"['ceker', 'daun', 'jeruk']"
